symbol,,,,,,
ABT,,,,,,
ADBE,,,,,,
AEM,,,,,,
AKAM,,,,,,
ALXN,,,,,,
AVGO,,,,,,
AXP,,,,,,
BABA,,,, , , 
ZM,,,,,,
